,Unnamed: 0,year,day,part,status,output,expected_output,error,code,kpass
204,32,2018,17,1,runtime_error,,31788,"  File ""/tmp/tmpcj2xebar/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import re

def parse_input(input_file):
    with open(input_file, 'r') as f:
        lines = f.readlines()

    clay = set()
    for line in lines:
        match = re.match(r'x=(\d+), y=(\d+)\.\.(\d+)', line)
        if match:
            x, y1, y2 = int(match.group(1)), int(match.group(2)), int(match.group(3))
            for y in range(y1, y2 + 1):
                clay.add((x, y))
        else:
            match = re.match(r'y=(\d+), x=(\d+)\.\.(\d+)', line)
            if match:
                y, x1, x2 = int(match.group(1)), int(match.group(2)), int(match.group(3))
                for x in range(x1, x2 + 1):
                    clay.add((x, y))

    return clay

def find_water_tiles(clay, min_y",2.0
205,33,2018,17,2,part1_failed,,25800,,,
206,34,2018,18,1,runtime_error,,653184,"  File ""/tmp/tmpjucczqvn/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def get_adjacent(grid, x, y):
    adjacent = []
    for i in range(x-1, x+2):
        for j in range(y-1, y+2):
            if i >= 0 and i < len(grid) and j >= 0 and j < len(grid[0]) and (i != x or j != y):
                adjacent.append(grid[i][j])
    return adjacent

def get_next_state(grid):
    next_state = []
    for i in range(len(grid)):
        next_state.append([])
        for j in range(len(grid[0])):
            adjacent = get_adjacent(grid, i, j)
            if grid[i][j] == '.':
                if adjacent.count('|') >= 3:
                    next_state[i].append('|')
                else:
                    next_state[i].append('.')
            elif grid[i][j] == '|':
                if adjacent.count('#') >= 3:
                    next_state[i].append('#')
                else:
                    ",2.0
207,35,2018,18,2,part1_failed,,169106,,,
208,36,2018,19,1,runtime_error,,2520,"  File ""/tmp/tmpr4ygst18/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def parse_instruction(instruction):
    opcode, a, b, c = instruction.split()
    return opcode, int(a), int(b), int(c)

def execute_instruction(opcode, a, b, c, registers, ip_register):
    if opcode == ""addr"":
        registers[c] = registers[a] + registers[b]
    elif opcode == ""addi"":
        registers[c] = registers[a] + b
    elif opcode == ""mulr"":
        registers[c] = registers[a] * registers[b]
    elif opcode == ""muli"":
        registers[c] = registers[a] * b
    elif opcode == ""banr"":
        registers[c] = registers[a] & registers[b]
    elif opcode == ""bani"":
        registers[c] = registers[a] & b
    elif opcode == ""borr"":
        registers[c] = registers[a] | registers[b]
    elif opcode == ""bori"":
        registers[c] = registers[a] | b
    elif opcode == ""setr"":
        registers",2.0
209,37,2018,19,2,part1_failed,,27941760,,,
210,38,2018,20,1,timeout_error,,4432,TIMEOUT,"
import re

def get_max_doors(regex):
    # Find all the paths from the starting point
    paths = re.findall(r""\(([^()]*)\)"", regex)

    # Create a dictionary to store the number of doors for each path
    doors = {}
    for path in paths:
        doors[path] = len(path) - 2

    # Find the path with the most doors
    max_doors = max(doors.values())

    # Find the starting point of the path with the most doors
    start = re.search(r""^\(([^()]*)\)"", regex).group(1)

    # Return the number of doors and the starting point
    return max_doors, start


# Get the input regex
regex = input()

# Get the maximum number of doors and the starting point
max_doors, start = get_max_doors(regex)

# Print the result
print(f""The maximum number of doors is {max_doors} and the starting point is {start}"")
",2.0
211,39,2018,20,2,part1_failed,,8681,,,
212,40,2018,21,1,runtime_error,,2159153,"  File ""/tmp/tmpvvjyhw5r/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def parse_instruction(instruction):
    opcode, a, b, c = instruction.split()
    return opcode, int(a), int(b), int(c)

def execute_instruction(opcode, a, b, c, registers):
    if opcode == ""addr"":
        registers[c] = registers[a] + registers[b]
    elif opcode == ""addi"":
        registers[c] = registers[a] + b
    elif opcode == ""mulr"":
        registers[c] = registers[a] * registers[b]
    elif opcode == ""muli"":
        registers[c] = registers[a] * b
    elif opcode == ""banr"":
        registers[c] = registers[a] & registers[b]
    elif opcode == ""bani"":
        registers[c] = registers[a] & b
    elif opcode == ""borr"":
        registers[c] = registers[a] | registers[b]
    elif opcode == ""bori"":
        registers[c] = registers[a] | b
    elif opcode == ""setr"":
        registers[c] =",2.0
213,41,2018,21,2,part1_failed,,7494885,,,
214,42,2018,22,1,runtime_error,,11972,"  File ""/tmp/tmppwp4igpl/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
from collections import namedtuple
from functools import lru_cache

Point = namedtuple('Point', 'x y')

def parse_input(filename):
    with open(filename) as f:
        depth, target = f.read().splitlines()
    depth = int(depth.split()[1])
    target = Point(*map(int, target.split()[1].split(',')))
    return depth, target

def get_erosion_level(depth, target, point):
    if point == (0, 0) or point == target:
        return 0
    elif point.y == 0:
        return point.x * 16807
    elif point.x == 0:
        return point.y * 48271
    else:
        return (get_erosion_level(depth, target, Point(point.x - 1, point.y)) *
                get_erosion_level(depth, target, Point(point.x, point.y - 1)))

def get_region_type(erosion_level):
    return erosion_level",2.0
215,43,2018,22,2,part1_failed,,1092,,,
216,44,2018,23,1,runtime_error,,270,"Traceback (most recent call last):
  File ""/tmp/tmpfl2m0of5/tmp.py"", line 2, in <module>
    import numpy as np
ModuleNotFoundError: No module named 'numpy'
","
import numpy as np

# Read input
with open('input.txt') as f:
    nanobots = [list(map(int, line.split(','))) for line in f.readlines()]

# Find the strongest nanobot
strongest_nanobot = max(nanobots, key=lambda x: x[3])

# Count the number of nanobots in range of the strongest nanobot
in_range = 0
for nanobot in nanobots:
    distance = np.sum(np.abs(np.array(nanobot[:3]) - np.array(strongest_nanobot[:3])))
    if distance <= strongest_nanobot[3]:
        in_range += 1

# Print the result
print(in_range)
",2.0
217,45,2018,23,2,part1_failed,,106323091,,,
218,46,2018,24,1,runtime_error,,14377,"  File ""/tmp/tmpwrfceg4r/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import re

class Group:
    def __init__(self, units, hp, attack_damage, attack_type, initiative, weaknesses=None, immunities=None):
        self.units = units
        self.hp = hp
        self.attack_damage = attack_damage
        self.attack_type = attack_type
        self.initiative = initiative
        self.weaknesses = weaknesses or []
        self.immunities = immunities or []

    def __repr__(self):
        return f'{self.units} units each with {self.hp} hit points ({"", "".join(self.weaknesses)}) with an attack that does {self.attack_damage} {self.attack_type} damage at initiative {self.initiative}'

    @property
    def effective_power(self):
        return self.units * self.attack_damage

    def damage_to(self, other):
        if self.attack_type in other.immunities:
            return 0
        elif self.attack_type in other.weaknesses:
            return 2 * self.effective_power
        else:
            return self",2.0
219,47,2018,24,2,part1_failed,,6947,,,
220,48,2018,25,1,wrong_output,"632
",363,,"
from itertools import combinations

def manhattan_distance(p1, p2):
    return sum(abs(a - b) for a, b in zip(p1, p2))

def is_in_constellation(p, constellation):
    for q in constellation:
        if manhattan_distance(p, q) <= 3:
            return True
    return False

def find_constellations(points):
    constellations = []
    for p in points:
        found = False
        for constellation in constellations:
            if is_in_constellation(p, constellation):
                constellation.add(p)
                found = True
                break
        if not found:
            constellations.append({p})
    return constellations

with open('input.txt') as f:
    points = [tuple(map(int, line.split(','))) for line in f]

constellations = find_constellations(points)
print(len(constellations))
",2.0
221,49,2018,25,2,part1_failed,,,,,
222,50,2019,1,1,wrong_output,"5001791
",3336439,,"
with open('input.txt') as f:
    masses = [int(line) for line in f]

fuel_required = 0
for mass in masses:
    while mass > 0:
        mass = mass // 3 - 2
        if mass > 0:
            fuel_required += mass

print(fuel_required)
",2.0
223,51,2019,1,2,part1_failed,,5001791,,,
224,52,2019,2,1,no_error,"4138658
",4138658,,"
with open('input.txt') as f:
    program = [int(x) for x in f.read().split(',')]

program[1] = 12
program[2] = 2

ip = 0
while True:
    opcode = program[ip]
    if opcode == 99:
        break
    elif opcode == 1:
        a, b, c = program[ip+1:ip+4]
        program[c] = program[a] + program[b]
        ip += 4
    elif opcode == 2:
        a, b, c = program[ip+1:ip+4]
        program[c] = program[a] * program[b]
        ip += 4
    else:
        raise ValueError('Invalid opcode: {}'.format(opcode))

print(program[0])
",0.0
225,53,2019,2,2,runtime_error,,7264,"  File ""/tmp/tmpll6exwy9/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
with open('input.txt') as f:
    program = [int(x) for x in f.read().split(',')]

for noun in range(100):
    for verb in range(100):
        program_copy = program.copy()
        program_copy[1] = noun
        program_copy[2] = verb

        ip = 0
        while True:
            opcode = program_copy[ip]
            if opcode == 99:
                break
            elif opcode == 1:
                a, b, c = program_copy[ip+1:ip+4]
                program_copy[c] = program_copy[a] + program_copy[b]
                ip += 4
            elif opcode == 2:
                a, b, c = program_copy[ip+1:ip+4]
                program_copy[c] = program_copy[a] * program_copy[b]
                ip += 4
            else:
                raise ValueError('Invalid opcode: {}'.format(opcode))

        if program_copy[0] == ",2.0
226,54,2019,3,1,runtime_error,,248,"  File ""/tmp/tmpj_rl0t5i/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def manhattan_distance(x1, y1, x2, y2):
    return abs(x1 - x2) + abs(y1 - y2)

def find_closest_intersection(wire1, wire2):
    # Convert the wires to a list of tuples representing (x, y) coordinates.
    wire1_coords = [(0, 0)] + [(x, y) for x, y in [coord.split("","") for coord in wire1.split("" "")]]
    wire2_coords = [(0, 0)] + [(x, y) for x, y in [coord.split("","") for coord in wire2.split("" "")]]

    # Find all the intersections between the two wires.
    intersections = set()
    for i in range(1, len(wire1_coords)):
        for j in range(1, len(wire2_coords)):
            if is_intersecting(wire1_coords[i - 1], wire1_coords[i], wire2_coords[j - 1], wire2_coords[j]):
                intersections.add((wire1",2.0
227,55,2019,3,2,part1_failed,,28580,,,
228,56,2019,4,1,wrong_output,"180068
",454,,"
def is_valid(password):
    # Check if the password is a six-digit number
    if len(password) != 6:
        return False

    # Check if the password is within the given range
    if int(password) < 134564 or int(password) > 583675:
        return False

    # Check if two adjacent digits are the same
    for i in range(1, 6):
        if password[i] == password[i - 1]:
            return True

    # Check if the digits never decrease
    for i in range(1, 6):
        if password[i] < password[i - 1]:
            return False

    return True


# Count the number of valid passwords
count = 0
for password in range(134564, 583676):
    if is_valid(str(password)):
        count += 1

print(count)
",2.0
229,57,2019,4,2,part1_failed,,288,,,
230,58,2019,5,1,runtime_error,,6069343,"  File ""/tmp/tmpt1cacjcb/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def parse_instruction(instruction):
    opcode = instruction % 100
    param_modes = [int(i) for i in str(instruction // 100)[::-1]]
    return opcode, param_modes

def get_value(param_mode, param, memory):
    if param_mode == 0:
        return memory[param]
    elif param_mode == 1:
        return param
    else:
        raise ValueError(""Invalid parameter mode: {}"".format(param_mode))

def run_program(program, input_value):
    memory = program.copy()
    pc = 0
    while True:
        opcode, param_modes = parse_instruction(memory[pc])
        if opcode == 99:
            break
        elif opcode == 1:
            param1 = get_value(param_modes[0], memory[pc + 1], memory)
            param2 = get_value(param_modes[1], memory[pc + 2], memory)
            memory[memory[pc + 3]] = param1 + param2
            pc += ",2.0
